id,tier,categoria,slug,parte,complementar,grupo,arquivo_pronto,arquivo_original,resumo_curadoria,texto_ocr,tags,metricas_detectadas,telefones_borrados,frente_produto_sugerida,uso_sugerido,notas
DEP-193,gallery,metricas,washington-bueno-agradece-dicas-da-comun,,,,depoimentos-2026-ready/gallery/gallery_metricas_washington-bueno-agradece-dicas-da-comun.png,IMG_2564.PNG,Washington Bueno agradece dicas da comunidade e diz que fechou trabalho após reunião presencial.,"Comunidade Pódium: C..
152
COMUNIDADE
PODIUM
24 online
Ainda sente que está travado nas Ligações?
Washington
Washington Bueno
Dúvida importante e urgente.
Cliente perguntou valor antes de eu falar.
Boa noite! Tudo bem?
Passando pra falar que as dicas
que me deram ontem foram boas.
Tive uma reunião com 0 rapaz hoje,
presencialmente e isso ajudou
muito.
trabalho; estou
Fechamos 0
aguardando a assinatura do
contrato pelo gov br
A reunião já foi pela noite então
acredito que ele de um retorno
amanhã.
sugestões que me
As dicas e
deram foram excelentes.
Fora as conversas que vou
acompanhando no grupo.","fechamento, gratidão, comunidade, resultado",destravamento,1,,,
DEP-194,gallery,workshop,1-ano-apos-mentoria-vinicius-agradece-su,1,,,depoimentos-2026-ready/gallery/gallery_workshop_1-ano-apos-mentoria-vinicius-agradece-su_parte-1.png,IMG_9675.PNG,"Troca na Comunidade Pódium: 1 ano após mentoria, Vinicius agradece suporte e avanço contínuos.","Comunidade Pódium:.
107
COMUNIDADE
PODIUM
41 online
Galera que ainda nao adquiriu 0 workshop, a-
Rômulo Freitas
Marketing e
Vendas
Método Pódium no
Ligações tet..
Instagram:
instagram.com
após a mentoria; esse é 0
1ano
legado e sentimento que
desenvolvemos!","longo prazo, mentoria, comunidade, legado, gratidão",mentoria; workshop,0,,,
DEP-195,gallery,workshop,1-ano-apos-mentoria-vinicius-agradece-su,2,,,depoimentos-2026-ready/gallery/gallery_workshop_1-ano-apos-mentoria-vinicius-agradece-su_parte-2.png,IMG_9675.PNG,"Troca na Comunidade Pódium: 1 ano após mentoria, Vinicius agradece suporte e avanço contínuos.","Vinicius Nascimento
Obrigado
por ter confiado e por ter me
ajudado tanto a melhorar tudo
que temos hoje no Mundo Pódium!","longo prazo, mentoria, comunidade, legado, gratidão",mentoria,0,,,
DEP-196,gallery,workshop,1-ano-apos-mentoria-vinicius-agradece-su,3,,,depoimentos-2026-ready/gallery/gallery_workshop_1-ano-apos-mentoria-vinicius-agradece-su_parte-3.png,IMG_9675.PNG,"Troca na Comunidade Pódium: 1 ano após mentoria, Vinicius agradece suporte e avanço contínuos.","Vinicius Nascimento
Eu que agradeço por todo 0
suporte e avanço que vc trás até
hoje, igual falei no video; só queria
ter conhecido vc antes kkkk
Hahahaha boooa meu irmão!!
Vamos juntos!","longo prazo, mentoria, comunidade, legado, gratidão",mentoria,0,,,
DEP-197,gallery,workshop,10-reunioes-marcadas,,comp-c,comp10,depoimentos-2026-ready/gallery/gallery_workshop_10-reunioes-marcadas_comp-c.png,IMG_9669.PNG,Victor Hugo elogia aula gratuita por entregar muito conteúdo e tirar dúvidas.,"Victor Hugo
SENSACIONAL!
Uma das poucas aulas gratuitas
que entregam MUITO CONTEUDO,
que podemos realmente tirar
dúvidas. Como sempre a entrega
não deixa a desejar!","aula gratuita, valor, entrega, entusiasmo",,0,,,
DEP-198,gallery,workshop,alisson-diz-que-a-aula-tem-mais-valor-qu,,,,depoimentos-2026-ready/gallery/gallery_workshop_alisson-diz-que-a-aula-tem-mais-valor-qu.png,IMG_9667.PNG,Alisson diz que a aula tem mais valor que muita mentoria do mercado.,"Alisson
JFFc Ê
Que aula pessoal
Alto valor mais que muita mentoria
aí no mercado
Surreal a entrega","alto valor, comparação, entrega, aula",mentoria,0,,,
DEP-199,gallery,workshop,aluno-deseja-feliz-natal-e-agradece-pela,,,,depoimentos-2026-ready/gallery/gallery_workshop_aluno-deseja-feliz-natal-e-agradece-pela.png,IMG_5142.PNG,Aluno deseja Feliz Natal e agradece pelas lives e mentoria.,"Feliz Natal Rômulo; tudo de bom
Agradeço muito pelo que fez e vem
fazendo através das Live e da
mentoria; você é fera cara; e que
seu Natal seja repleto de paz;
harmonia e próspero assim como
seu ano de 2026","gratidão, mentoria, pessoal, reconhecimento",mentoria,0,,,
DEP-200,gallery,workshop,aluno-destaca-o-valor-do-conteudo-treina,,,,depoimentos-2026-ready/gallery/gallery_workshop_aluno-destaca-o-valor-do-conteudo-treina.png,IMG_7618.PNG,Aluno destaca o valor do conteúdo/treinamento do Rômulo e da comunidade/workshop/mentoria como diferencial.,"Isso mostra galera 0 valor do
conteúdo e treinamento do
Rômulo. Não menosprezem 0 que
ja sabem; pois estar na
comunidade, workshop ou
mentoria já um diferencial no
mercado.","valor-percebido, comunidade, mentoria, autoridade",mentoria; workshop,0,,,
DEP-201,gallery,workshop,aluno-diz-que-o-mentor-e-tambem-amigo-e,,,,depoimentos-2026-ready/gallery/gallery_workshop_aluno-diz-que-o-mentor-e-tambem-amigo-e.png,IMG_4255.PNG,Aluno diz que o mentor é também amigo e “psicólogo” do grupo.,"Davi Leão Pódium
Rômulo Freitas parabéns cara, a
cada dia que passa vc so
demonstra 0 quanto q vc é
diferente de todos, quem
participou hoje viu que vc é muito
mais do que um mentor; vc é um
amigo tambem; de vez em quando
um psicólogo kkkkkk; eu tenho
agradecer por vc sempre ajudar
tanto a mim quanto aos outros
aqui; vc é incrível""","gratidão, conexão humana, mentoria, reconhecimento",mentoria,0,,,
DEP-202,gallery,workshop,aluno-diz-que-o-workshop-foi-foda-e-que,,,,depoimentos-2026-ready/gallery/gallery_workshop_aluno-diz-que-o-workshop-foi-foda-e-que.png,IMG_6340.PNG,Aluno diz que o workshop foi “foda” e que terminou de assistir.,"Thiago Rangel
Você
gente trata lá no Workshop mestre,
Isso a
no dia 21/01 vai ter a próxima edição; vale a
pena dar uma olhada no site!
Que inclusive foi foda dms
18.45
Terminei de assistir hj
18.45
T","workshop, satisfação, engajamento",workshop,0,,,
DEP-203,gallery,workshop,carlos-elogia-a-mentoria-e-a-visao-estra,,,,depoimentos-2026-ready/gallery/gallery_workshop_carlos-elogia-a-mentoria-e-a-visao-estra.png,IMG_9298.PNG,Carlos elogia a mentoria e a visão estratégica sobre escopo.,"Carlos Pin
Você
Gostaram do papo na Mentoria hoje turma?
a visão
Foi bom demais
estratégica sobre escopo
realmente faz total diferença","mentoria, escopo, estratégia, feedback",mentoria,1,,,
DEP-204,gallery,workshop,cliente-elogia-o-conteudo-por-atacar-uma,,,,depoimentos-2026-ready/gallery/gallery_workshop_cliente-elogia-o-conteudo-por-atacar-uma.png,IMG_7870.PNG,"Cliente elogia o conteúdo por atacar uma dor do mercado com foco em prática, não só teoria.","Cara, só elogios. Acho que é uma
grande dor do mercado que agora
vejo até mais gente fazendo; mas
até 2 anos atrás não via ninguém.
Era muita teoria e pouca prática.","prática-vs-teoria, autoridade, diferencial, elogio",,0,,,
DEP-205,gallery,workshop,comentario-agradece-aprendizado-que-leva,,,,depoimentos-2026-ready/gallery/gallery_workshop_comentario-agradece-aprendizado-que-leva.png,IMG_6418.PNG,Comentário agradece aprendizado que levaria meses sozinho e pede mais conteúdo.,"COMPILADO BRABO: Como
COMPILADO
LIGAÇOES
AGENDAMENTO
Passei Pelo Gatekeeper e Agende.
or
@viniciusyokoyamadecarval.
há 14 horas
Muito aprendizado que eu ia demorar
meses pra ter sozinho !
Obrigado !
Não para com esses
conteúdos
por favor","aprendizado acelerado, YouTube, gratidão, gatekeeper",,0,,,
DEP-206,gallery,workshop,davi-elogia-o-workshop-diz-que-valeu-o-v,,,,depoimentos-2026-ready/gallery/gallery_workshop_davi-elogia-o-workshop-diz-que-valeu-o-v.png,IMG_6762.PNG,"Davi elogia o workshop, diz que valeu o valor investido e parabeniza o Rômulo.","Davi Leão Pódium
que workshop massa
valeu 0 valor investido
parabéns Rômulo","workshop, custo-benefício, satisfação, reconhecimento",workshop,0,,,
DEP-207,gallery,workshop,diz-que-o-conteudo-do-romulo-e-dos-melho,,,,depoimentos-2026-ready/gallery/gallery_workshop_diz-que-o-conteudo-do-romulo-e-dos-melho.png,AE6A2CA6-A70E-4CD6-B7A2-EE36CABB7CD1.JPG,Diz que o conteúdo do Rômulo é dos melhores após décadas e “centenas de milhares” investidos em cursos.,"Falo pra vcs galera; se dediquem a
aprender vender.
Esem querer
Rômulo Freitas
puxar saco,
tem um dos melhores conteúdos
que eu já vi em décadas e algumas
centenas de milhares de reais
investidos em treinamentos e
geral ao longo de anos.
cursos em","autoridade, qualidade, investimento, prova social",,0,,,
DEP-208,gallery,workshop,elogia-conteudo-de-valor-e-diz-que-vai-c,,,,depoimentos-2026-ready/gallery/gallery_workshop_elogia-conteudo-de-valor-e-diz-que-vai-c.png,IMG_6713.PNG,Elogia conteúdo de valor e diz que vai continuar acompanhando.,"Diego Rei
Conteúdo de valor incrível oque 0
senhor faz.. inevitável ficar de fora
acompanhando
voU
concerteza..obrigado pela
atenção","gratidão, valor, autoridade",,1,,,
DEP-209,gallery,workshop,elogio-a-resiliencia-de-ligar-na-sexta-a,1,,,depoimentos-2026-ready/gallery/gallery_workshop_elogio-a-resiliencia-de-ligar-na-sexta-a_parte-1.png,IMG_1070.PNG,Conversa de comunidade: elogio à resiliência de ligar na sexta; Apollo diz que ainda vai fazer a mentoria; Lucas fala de rotina de contato.,"Comunidade Pódium: C..
76
PÓDIUM
Affonso Sim; Boia, Brendha, Bruno, B.
Parabéns manooo
Parabéns inclusive pela resiliência
em ligar na sexta'!
2","prova_social, interesse_mentoria, comprometimento, resiliencia",mentoria,1,,,
DEP-210,gallery,workshop,elogio-a-resiliencia-de-ligar-na-sexta-a,2,,,depoimentos-2026-ready/gallery/gallery_workshop_elogio-a-resiliencia-de-ligar-na-sexta-a_parte-2.png,IMG_1070.PNG,Conversa de comunidade: elogio à resiliência de ligar na sexta; Apollo diz que ainda vai fazer a mentoria; Lucas fala de rotina de contato.,"Lucas Ribeiro Mentorado
Vinicius Nascimento
Top em, ainda mais sexta feira
Só não vou ligar amanhã, que
amanhã vou fazer uns serviços da
minha assistência; pra mim de
segunda a sábado no meu nicho é
dia de entrar em contato.
2","prova_social, interesse_mentoria, comprometimento, resiliencia",mentoria,0,,,
DEP-211,gallery,workshop,elogio-a-resiliencia-de-ligar-na-sexta-a,3,,,depoimentos-2026-ready/gallery/gallery_workshop_elogio-a-resiliencia-de-ligar-na-sexta-a_parte-3.png,IMG_1070.PNG,Conversa de comunidade: elogio à resiliência de ligar na sexta; Apollo diz que ainda vai fazer a mentoria; Lucas fala de rotina de contato.,"Lucas Ribeiro Mentorado
Só não vou ligar amanhã; que amanhã vou
fazer uns serviços da minha assistência,
pra mim de segunda a sábado no meu nic.
Isso que é vendas na veia","prova_social, interesse_mentoria, comprometimento, resiliencia",mentoria,0,,,
DEP-212,gallery,workshop,entusiasmo-aplicacao-imediata-aula,,,,depoimentos-2026-ready/gallery/gallery_workshop_entusiasmo-aplicacao-imediata-aula.png,IMG_2345.PNG,Guilherme Alves chama a aula de sensacional e diz que já vai aplicar no mesmo dia.,"Guilhern
Tá doido, uma aula sensacionall!!
Já preparando tudo aqui para
colocar em prática agora a tarde!","entusiasmo, aplicação imediata, aula",,1,,,
DEP-213,gallery,workshop,gleice-souza-agradece-o-workshop-elogian,,,,depoimentos-2026-ready/gallery/gallery_workshop_gleice-souza-agradece-o-workshop-elogian.png,IMG_8953.PNG,"Gleice Souza agradece o workshop, elogiando inteligência, dinamismo e exemplos práticos.","Gleice Souza
Boa noite, pessoal!
Passando só pra agradecer pelo
workshop de hoje, Rômulo; você é
um cara extremamente inteligente
dinâmico. Não teve um nicho
e
sequer que você não soubesse
explicar como abordar; sempre
trazendo exemplos práticos e reais
que facilitam muito
entendimento.
Saí do workshop muito mais
confiante; com a mente mais
aberta e cheia de novas estratégias
para aplicar no dia a dia.
18.31","workshop, confiança, nichos, exemplos práticos, agradecimento",workshop,0,,,
DEP-214,gallery,workshop,jonathan-agradece-o-conteudo-de-romulo-a,,,,depoimentos-2026-ready/gallery/gallery_workshop_jonathan-agradece-o-conteudo-de-romulo-a.png,IMG_0107.PNG,"Jonathan agradece o conteúdo de Rômulo (“amém, gloria a Deus… vc é feraaa”).","Jonathan
Você
Parabéns @~Jonathan Cavalcante
amém; gloria a Deus Rômulo; obg
conteúdo; vc é feraaa
pelo
seu","agradecimento, prova_social, reconhecimento",,1,,,
DEP-215,gallery,workshop,lucas-incentiva-o-grupo-de-500-a-engajar,,comp-b,comp06,depoimentos-2026-ready/gallery/gallery_workshop_lucas-incentiva-o-grupo-de-500-a-engajar_comp-b.png,IMG_7216 (1).PNG,John reforça reciprocidade: Rômulo entrega muito e a galera deve apoiar o conteúdo em massa.,"Engs
John Hendriu
0
Lucas William
Só 18 curtidas_
Por isso venho aqui dizer; bora dar uma f
Boa Lucas!!
Acho que rola ser uma relação de
ganha a ganha
0 Rômulo se dedica e entrega
muito
Super acho válido de quando ele
soltar um conteúdo; fixar aqui e
massivamente a gente ir lá
Quem já tiver dado like, deixa um
check
na mensagem do vídeo
5383
4","reciprocidade, comunidade, reconhecimento, engajamento",,0,,,
DEP-216,gallery,workshop,lucas-incentiva-o-grupo-de-500-a-engajar,,comp-c,comp06,depoimentos-2026-ready/gallery/gallery_workshop_lucas-incentiva-o-grupo-de-500-a-engajar_comp-c.png,IMG_7217.PNG,"Seguidor elogia vídeos gratuitos por carisma, comunicação e estratégias.","@gabrid2210
há 9 h
Não sei como cheguei no seu instagram; mas
cheguei aqui através dele. Fato é que eu tenho
que aproveitar esses vídeos enquanto estão
grátis. Que trabalho sensacional! Carisma; boa
comunicação; estratégias. Parabéns!","YouTube, carisma, autoridade, conteúdo-gratuito",,0,,,
DEP-217,gallery,workshop,lucas-incentiva-o-grupo-de-500-a-engajar,1,comp-a,comp06,depoimentos-2026-ready/gallery/gallery_workshop_lucas-incentiva-o-grupo-de-500-a-engajar_comp-a_parte-1.png,IMG_7215.PNG,"Lucas incentiva o grupo de 500+ a engajar com o conteúdo do Rômulo, dizendo que tem ajudado muito.","Lucas Will
Falaaa pessoal, somos mais de 500
pessoas aqui nesse grupo;","comunidade, engajamento, gratidão, escala",,1,,,
DEP-218,gallery,workshop,lucas-incentiva-o-grupo-de-500-a-engajar,2,comp-a,comp06,depoimentos-2026-ready/gallery/gallery_workshop_lucas-incentiva-o-grupo-de-500-a-engajar_comp-a_parte-2.png,IMG_7215.PNG,"Lucas incentiva o grupo de 500+ a engajar com o conteúdo do Rômulo, dizendo que tem ajudado muito.","Rômulo Freitas tem ajudado
bastante!
Vamos dar uma força comentando
publicações; os vídeos; curtindo
as
engajamento e
pra aumentar 0
qualidade
motivar ele a manter a
de conteúdo!
Tem me ajudado muito por aqui!!","comunidade, engajamento, gratidão, escala",,1,,,
DEP-219,gallery,workshop,lucas-incentiva-o-grupo-de-500-a-engajar,3,comp-a,comp06,depoimentos-2026-ready/gallery/gallery_workshop_lucas-incentiva-o-grupo-de-500-a-engajar_comp-a_parte-3.png,IMG_7215.PNG,"Lucas incentiva o grupo de 500+ a engajar com o conteúdo do Rômulo, dizendo que tem ajudado muito.","Lucas Wil
Você
PECÇÃO
https:llyoutube comllivel
Vo
vkNy-92ooFo?feature=share
Só 18 curtidas.
Por isso venho aqui dizer; bora dar
uma força","comunidade, engajamento, gratidão, escala",,1,,,
DEP-220,gallery,workshop,matheus-elogia-a-comunidade-e-a-fala-de,,,,depoimentos-2026-ready/gallery/gallery_workshop_matheus-elogia-a-comunidade-e-a-fala-de.png,IMG_4204.PNG,Matheus elogia a comunidade e a fala “de verdades” do Rômulo.,"Matheus
Conteúdo muito tera!! To ticando
feliz de ter tomado a iniciativa e
entrado na comunidade. A
principio tinha imaginado que era
voltado só a CC, porém hoje
entendi que é mais que isso e
realmente to ficando muito feliz
com os conteúdos!
Romulo foi muito fera hoje e falou
algumas verdades que é dificil a
gente no dia a dia relembrar!","comunidade, conteúdo, autoridade, satisfação",,1,,,
DEP-221,gallery,workshop,mauro-fellype-afirma-categoricamente-que,,,,depoimentos-2026-ready/gallery/gallery_workshop_mauro-fellype-afirma-categoricamente-que.png,IMG_7566.PNG,Mauro Fellype afirma categoricamente que “se tem uma coisa que funciona é esse workshop”.,"Mauro Fellype WDL4
Você
Mauro dê uma olhada lá no Script do
Manual de Destravamento do Workshop;
(Seção 5) vale deixar a ligação mais leve
Se tem uma coisa que funciona é
workshop ai
ploltol
esse","workshop, validação, eficácia, prova-social",workshop,0,,,
DEP-222,gallery,workshop,mayk-chama-a-mentoria-de-sensacional-e-v,1,,,depoimentos-2026-ready/gallery/gallery_workshop_mayk-chama-a-mentoria-de-sensacional-e-v_parte-1.png,IMG_2869 (1).PNG,Mayk chama a mentoria de sensacional e valoriza o ambiente de quem busca evoluir.,"Mayk
Você
Papo bom demais hoje na Mentoria!","mentoria, networking, entusiasmo",mentoria,1,,,
DEP-223,gallery,workshop,mayk-chama-a-mentoria-de-sensacional-e-v,2,,,depoimentos-2026-ready/gallery/gallery_workshop_mayk-chama-a-mentoria-de-sensacional-e-v_parte-2.png,IMG_2869 (1).PNG,Mayk chama a mentoria de sensacional e valoriza o ambiente de quem busca evoluir.,"pela
Obrigado
participação
Foi sensacional, muito foda estar
em uma ambiente com quem
sempre busca melhorar","mentoria, networking, entusiasmo",mentoria,0,,,
DEP-224,gallery,workshop,mentoria-2h15-mentoria-top-demais-insana,1,,,depoimentos-2026-ready/gallery/gallery_workshop_mentoria-2h15-mentoria-top-demais-insana_parte-1.png,IMG_1136.PNG,"Feedback coletivo pós-mentoria (~2h15): “mentoria top demais”, “Insana”, etc.; Rômulo pergunta se gostaram.",,"prova_social, feedback_positivo, mentoria, entrega_de_valor",mentoria,0,,,
DEP-225,gallery,workshop,mentoria-2h15-mentoria-top-demais-insana,2,,,depoimentos-2026-ready/gallery/gallery_workshop_mentoria-2h15-mentoria-top-demais-insana_parte-2.png,IMG_1136.PNG,"Feedback coletivo pós-mentoria (~2h15): “mentoria top demais”, “Insana”, etc.; Rômulo pergunta se gostaram.","Anderson B
Insana. Núuuuu
Brenda Oliver entrou usando 0 link do
grupo
Eduardo Zorzi entrou usando 0 link do
grupo
Gostaram da Mentoria Turma?
2:15h ein
Espero que sim","prova_social, feedback_positivo, mentoria, entrega_de_valor",mentoria,1,,,
DEP-226,gallery,workshop,mentoria-2h15-mentoria-top-demais-insana,3,,,depoimentos-2026-ready/gallery/gallery_workshop_mentoria-2h15-mentoria-top-demais-insana_parte-3.png,IMG_1136.PNG,"Feedback coletivo pós-mentoria (~2h15): “mentoria top demais”, “Insana”, etc.; Rômulo pergunta se gostaram.","Joao Pedro
Foi assustadoramente massa","prova_social, feedback_positivo, mentoria, entrega_de_valor",mentoria,1,,,
DEP-227,gallery,workshop,mentoria-cirurgica-cristiane-pede-lista,1,comp-c,comp07,depoimentos-2026-ready/gallery/gallery_workshop_mentoria-cirurgica-cristiane-pede-lista_comp-c_parte-1.png,IMG_1719.PNG,"Mesmo fio pós-mentoria ~4h: Felipe, Tiago, Otavio (“cirúrgica”) e Cristiane elogiam; pedido de feedback do Rômulo.","Comunidade Pódium: C..
141
COMUNIDADE
PODIUM
42 online
Gostaram da Mentoria pessoal?
Quase 4h de mentoria pra vocês!
Me dêem um Feedback","prova_social, mentoria, agradecimento, qualidade_conteudo",mentoria,1,,,
DEP-228,gallery,workshop,mentoria-cirurgica-cristiane-pede-lista,1,comp-a,comp07,depoimentos-2026-ready/gallery/gallery_workshop_mentoria-cirurgica-cristiane-pede-lista_comp-a_parte-1.png,IMG_1720.PNG,Continuação: “mentoria cirúrgica”; Cristiane pede lista de nichos; Antonio Vinicius compara aprendizado com Flávio Augusto.,"Comunidade Pódium: C..
141
COMUNIDADE
PODIUM
42 online
Rômulo; mentoria
Show de bola
cirúrgica
Cristiane
Muito bom Romulo; pena que eu so
consegui pegar 0 finalzinho.
Se alguém puder compartilhar lista
dos nichos interessantes e pouco
explorados","prova_social, autoridade, mentoria, agradecimento",mentoria,1,,,
DEP-229,gallery,workshop,mentoria-cirurgica-cristiane-pede-lista,2,comp-c,comp07,depoimentos-2026-ready/gallery/gallery_workshop_mentoria-cirurgica-cristiane-pede-lista_comp-c_parte-2.png,IMG_1719.PNG,"Mesmo fio pós-mentoria ~4h: Felipe, Tiago, Otavio (“cirúrgica”) e Cristiane elogiam; pedido de feedback do Rômulo.","Felipe Oliv
conheci totanere HIU dIEdlulU
procurando material para estudar e
foi uma das melhores 4h de aulas
que tive todo esse ano.","prova_social, mentoria, agradecimento, qualidade_conteudo",mentoria,1,,,
DEP-230,gallery,workshop,mentoria-cirurgica-cristiane-pede-lista,2,comp-a,comp07,depoimentos-2026-ready/gallery/gallery_workshop_mentoria-cirurgica-cristiane-pede-lista_comp-a_parte-2.png,IMG_1720.PNG,Continuação: “mentoria cirúrgica”; Cristiane pede lista de nichos; Antonio Vinicius compara aprendizado com Flávio Augusto.,"Antonio V
Obrigado Rômulo; acompanhar
você e 0 Flávio Augusto me fez
entender muito sobre 0 modelo de
vendas","prova_social, autoridade, mentoria, agradecimento",mentoria,2,,,
DEP-231,gallery,workshop,mentoria-cirurgica-cristiane-pede-lista,3,comp-c,comp07,depoimentos-2026-ready/gallery/gallery_workshop_mentoria-cirurgica-cristiane-pede-lista_comp-c_parte-3.png,IMG_1719.PNG,"Mesmo fio pós-mentoria ~4h: Felipe, Tiago, Otavio (“cirúrgica”) e Cristiane elogiam; pedido de feedback do Rômulo.","Tiag(
Entrega 100% sem enrolação.
Conteúdo de ouro. Parabéns
Rômulo.
TCM D","prova_social, mentoria, agradecimento, qualidade_conteudo",mentoria,2,,,
DEP-232,gallery,workshop,mentoria-cirurgica-cristiane-pede-lista,3,comp-a,comp07,depoimentos-2026-ready/gallery/gallery_workshop_mentoria-cirurgica-cristiane-pede-lista_comp-a_parte-3.png,IMG_1720.PNG,Continuação: “mentoria cirúrgica”; Cristiane pede lista de nichos; Antonio Vinicius compara aprendizado com Flávio Augusto.,"uprigado Romulo; acompannar voce e 0
Flávio Augusto me fez entender muito
sobre 0 modelo de vendas
Caramba; me colocar no nível do
Flávio Augusto; hahaha felicidade
percepção meu amigo!
por essa","prova_social, autoridade, mentoria, agradecimento",mentoria,1,,,
DEP-233,gallery,workshop,mentoria-cirurgica-cristiane-pede-lista,4,comp-c,comp07,depoimentos-2026-ready/gallery/gallery_workshop_mentoria-cirurgica-cristiane-pede-lista_comp-c_parte-4.png,IMG_1719.PNG,"Mesmo fio pós-mentoria ~4h: Felipe, Tiago, Otavio (“cirúrgica”) e Cristiane elogiam; pedido de feedback do Rômulo.","de mentoria pra vocês! Me dêem um
Feedback
Show de bola Rômulo; mentoria
cirúrgica
Cristiane
Muito bom Romulo; pena que eu so
conseali neaar 0 finalzinho","prova_social, mentoria, agradecimento, qualidade_conteudo",mentoria,1,,,
DEP-234,gallery,workshop,mentoria-gratuita-humor-prova-social-aut,,,,depoimentos-2026-ready/gallery/gallery_workshop_mentoria-gratuita-humor-prova-social-aut.png,IMG_7234.PNG,Usuário elogia a mentoria gratuita: “Brabo. Instalei o Instagram premium”.,"pelo
myllerpaiva 3 h
autor
Gratuito essa mentoria aqui? Brabo. Instalei
Instagram premium
O
Responder
Ocultar","mentoria-gratuita, humor, prova-social, autoridade",mentoria,0,,,
DEP-235,gallery,workshop,mesma-mensagem-de-bruno-henrique-elogian,,comp-b,comp11,depoimentos-2026-ready/gallery/gallery_workshop_mesma-mensagem-de-bruno-henrique-elogian_comp-b.png,IMG_7681 (1).PNG,Mesma mensagem de Bruno Henrique elogiando a mentoria do Rômulo (“entregando ouro”).,"Bruno Henrique
1 €
Como sempre, Rômulo entregando
ouro! Essas mentoria agrega valor
de mais! Cada momento você pega
um detalhe novo! BAUUUUM de
próxima!
mais! Vlw e ate a","mentoria, valor, entusiasmo, gratidão",mentoria,0,,,
DEP-236,gallery,workshop,michael-elogia-o-workshop-como-acima-da,,,,depoimentos-2026-ready/gallery/gallery_workshop_michael-elogia-o-workshop-como-acima-da.png,IMG_8049.PNG,Michael elogia o workshop como acima da média e renovador para quem tem operação.,"Michael M
Workshop de hoje foi muito acima
da média, quem tem operação saiu
com a mente renovada de
informação com certeza","workshop, operação, elogio, prova social",workshop,1,,,
DEP-237,gallery,workshop,mike-oliveira-cobra-o-grupo-a-valorizar,,,,depoimentos-2026-ready/gallery/gallery_workshop_mike-oliveira-cobra-o-grupo-a-valorizar.png,IMG_2287.PNG,"Mike Oliveira cobra o grupo a valorizar as mentorias/plataforma do Rômulo, “mais barato que a pizza do fim de semana”.","Mike Olive
Galera, vcs dão muito mole! Se vcs
entraram no aqui no grupo e pra
aprender algo que vcs ainda n
sabem e viram no Rômulo um
potencial pra ensinar. Toda
segunda e quinta ele deixa fazer
pergunta que ele só libera em
mentoria individual ou na
plataforma que e mais barato que a
pizza que vcs comem fim de
semana. Mas preferem pegar as
coisas ""grátis"" e nem nas livre
vocês entram: estão deixando de
aprender coisa boa por bobeira","valor, custo-benefício, autoridade, advocacy, comunidade",mentoria,1,,,
DEP-238,gallery,workshop,murilo-xavier-diz-que-a-decisao-pelo-wor,,,,depoimentos-2026-ready/gallery/gallery_workshop_murilo-xavier-diz-que-a-decisao-pelo-wor.png,IMG_7921.PNG,Murilo Xavier diz que a decisão pelo workshop foi a decisão certa.,"Murilo Xa
Saúde mental Corporativo
Galera; 0 que muda na nossa vida
são pequenas decisões que
tomamos.
Decisão pelo workshop foi a
decisão certa
Boraaa","validação, workshop, motivação, decisão",workshop,1,,,
DEP-239,gallery,workshop,thread-da-comunidade-podium-com-varios-e,1,,,depoimentos-2026-ready/gallery/gallery_workshop_thread-da-comunidade-podium-com-varios-e_parte-1.png,IMG_9926.PNG,"Thread da Comunidade Pódium com vários elogios à aula (Gean, Pablo, Davi, Carlos) + texto longo do Michael.","Comunidade Pódium: ..
111
COMUNIDADE
PODIUM
39 online
Vamos lá turma?","prova social múltipla, aula, comunidade, mentalidade",,1,,,
DEP-240,gallery,workshop,thread-da-comunidade-podium-com-varios-e,2,,,depoimentos-2026-ready/gallery/gallery_workshop_thread-da-comunidade-podium-com-varios-e_parte-2.png,IMG_9926.PNG,"Thread da Comunidade Pódium com vários elogios à aula (Gean, Pablo, Davi, Carlos) + texto longo do Michael.","Lets g0
Gean
Aula foda demais !! Valeu Romulo !","prova social múltipla, aula, comunidade, mentalidade",,2,,,
DEP-241,gallery,workshop,thread-da-comunidade-podium-com-varios-e,3,,,depoimentos-2026-ready/gallery/gallery_workshop_thread-da-comunidade-podium-com-varios-e_parte-3.png,IMG_9926.PNG,"Thread da Comunidade Pódium com vários elogios à aula (Gean, Pablo, Davi, Carlos) + texto longo do Michael.","Michael
Falar a verdade, não sei voces mas
estar numa sala com a galera e 0
Rômulo como professor tem sido
uma terapia pra mim. Acalma muito
a minha ansiedade. Meus parceiros
nllvam díidac
aí","prova social múltipla, aula, comunidade, mentalidade",,1,,,
DEP-242,gallery,workshop,varios-alunos-elogiam-live-conteudo-assu,1,,,depoimentos-2026-ready/gallery/gallery_workshop_varios-alunos-elogiam-live-conteudo-assu_parte-1.png,IMG_1135.PNG,"Vários alunos elogiam live/conteúdo (“assustadoramente massa”, “conteúdo riquíssimo”, “Mentoria braba”); um diz “correr pra comprar a plataforma”.","Comunidade Pódium: .
134
COMUNIDADE
PODIUM
48 online
Joao Pedro
Foi assustadoramente massa
demais hahaha","prova_social, agradecimento, desejo_de_compra, mentoria, conteudo_rico",mentoria,1,,,
